params	mean_test_AUC	std_test_AUC	mean_test_Accuracy	std_test_Accuracy	rank_test_AUC
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.7942922474985783	0.017730651145156547	0.9490064571223712	0.0007346490184762879	336
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.7953862345963543	0.019694557188552363	0.9492072603352227	0.0007849502798799557	335
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.7890654345041026	0.022941571041105488	0.9490062557149361	0.0011692914329512042	358
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8007122164724805	0.020738273488187554	0.9496086653534903	0.0007405593911106669	292
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8056665510481549	0.020966569783559336	0.949608463946055	0.0007542923833877688	260
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8059834129427458	0.02007828984249793	0.9494076607332037	0.0010280391476696505	257
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.7934740860005817	0.026690401743220134	0.9498092671589063	0.00110002888975372	340
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8021858718764948	0.024588501968759866	0.9498092671589063	0.00110002888975372	280
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8074190246775889	0.025909124392953585	0.9498092671589063	0.00110002888975372	227
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8097981476647801	0.024501618294394387	0.9500100703717578	0.0007489114417756415	198
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.7962707841436403	0.016285217204981956	0.9498094685663416	0.0006188822812693083	326
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.8030688052400927	0.01713028886151428	0.9500100703717578	0.0003970504309379234	276
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8097085582468765	0.01783007429871465	0.9500100703717578	0.0003970504309379234	200
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.8101955569960916	0.01843789211602229	0.9498092671589065	0.0006353148451467538	188
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.801075897394729	0.02050177389718075	0.9500100703717578	0.0007489114417756415	286
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8045991313622055	0.021338585060161164	0.9500100703717578	0.0007489114417756415	270
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8113457334149359	0.019763077984440817	0.9502108735846091	0.00048399233391007443	179
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8120471975936162	0.020227559083946085	0.9502108735846091	0.00048399233391007443	152
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8007524321234062	0.020057886238129156	0.9502108735846091	0.00048399233391007443	291
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8096140128907428	0.018922753568514025	0.9502108735846091	0.00048399233391007443	202
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8115325715025623	0.021191742194578176	0.9502108735846091	0.00048399233391007443	171
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8125624152480846	0.019978687340099128	0.9502108735846091	0.00048399233391007443	144
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.8052241259005862	0.02215924858265642	0.9502108735846091	0.00048399233391007443	268
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.8118631347147627	0.019269222356992043	0.9502108735846091	0.00048399233391007443	160
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8167364102497746	0.020849613857789107	0.9502108735846091	0.00048399233391007443	78
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.8186527646226853	0.02057636551483296	0.9502108735846091	0.00048399233391007443	62
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.8052241259005862	0.02215924858265642	0.9502108735846091	0.00048399233391007443	268
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8118631347147627	0.019269222356992043	0.9502108735846091	0.00048399233391007443	160
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8167364102497746	0.020849613857789107	0.9502108735846091	0.00048399233391007443	78
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8186527646226853	0.02057636551483296	0.9502108735846091	0.00048399233391007443	62
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8076747341598122	0.025616200768687498	0.9502108735846091	0.00048399233391007443	226
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8129351594284817	0.021368758636953037	0.9502108735846091	0.00048399233391007443	137
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8165777199011928	0.020637161652839086	0.9502108735846091	0.00048399233391007443	88
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8164484528160975	0.021832809615755372	0.9502108735846091	0.00048399233391007443	89
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.8149022582240824	0.02116053148892835	0.9502108735846091	0.00048399233391007443	109
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.821369742123639	0.020519629187241074	0.9502108735846091	0.00048399233391007443	31
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8229147958693892	0.019984052402569508	0.9502108735846091	0.00048399233391007443	28
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.8231713729232805	0.01958195749589709	0.9502108735846091	0.00048399233391007443	13
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.8149022582240824	0.02116053148892835	0.9502108735846091	0.00048399233391007443	109
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.821369742123639	0.020519629187241074	0.9502108735846091	0.00048399233391007443	31
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8229147958693892	0.019984052402569508	0.9502108735846091	0.00048399233391007443	28
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8231713729232805	0.01958195749589709	0.9502108735846091	0.00048399233391007443	13
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8149022582240824	0.02116053148892835	0.9502108735846091	0.00048399233391007443	109
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.821369742123639	0.020519629187241074	0.9502108735846091	0.00048399233391007443	31
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8229147958693892	0.019984052402569508	0.9502108735846091	0.00048399233391007443	28
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 20, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8231713729232805	0.01958195749589709	0.9502108735846091	0.00048399233391007443	13
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.7752963950488183	0.019613637477504532	0.9482030428635303	0.0015069259343757286	379
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.7799008847435914	0.019621672537432615	0.9488054525020845	2.0543558385988092e-05	373
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.7957711800911028	0.0183218616841379	0.9490064571223712	0.0007346490184762879	331
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.7958207009288374	0.020212851699964892	0.9486050521041035	0.000964157271776773	329
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.7886573866446904	0.023099273615977564	0.9490062557149361	0.0011692914329512042	359
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8008770585065056	0.020535091949748032	0.9496086653534903	0.0007405593911106669	288
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8058608096937672	0.020724372420835854	0.9494076607332037	0.0010280391476696505	258
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8063093777790759	0.019889647966234006	0.9494076607332037	0.0010280391476696505	252
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.7931756570196968	0.02672142744942749	0.9498092671589063	0.00110002888975372	341
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8021736721567766	0.024281940064580343	0.9498092671589063	0.00110002888975372	281
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8073544815279723	0.02561242261945494	0.9498092671589063	0.00110002888975372	232
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8092796909910367	0.024720160803050346	0.9500100703717578	0.0007489114417756415	207
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.7964230967333298	0.01634054618768183	0.950010271779193	0.0007349678814122342	324
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.8029086253217116	0.017757774928841657	0.9500100703717578	0.0003970504309379234	277
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8095084863425803	0.017663644010796255	0.9500100703717578	0.0003970504309379234	203
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.8101118792029693	0.018721621645230193	0.9502108735846091	0.00048399233391007443	189
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.801232180393673	0.02066019730090207	0.9500100703717578	0.0007489114417756415	284
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8045633483819643	0.0216288725147807	0.9500100703717578	0.0007489114417756415	271
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8111301402607609	0.020089348030948397	0.9502108735846091	0.00048399233391007443	182
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8113672449278017	0.0202195544036189	0.9502108735846091	0.00048399233391007443	177
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8006964012633324	0.02015196970148942	0.9502108735846091	0.00048399233391007443	293
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8090989599846805	0.01964105619571519	0.9502108735846091	0.00048399233391007443	210
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8112547861895092	0.021376565476613915	0.9502108735846091	0.00048399233391007443	180
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 2, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8122871565632444	0.02017421719822266	0.9502108735846091	0.00048399233391007443	147
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.8052370560990647	0.022142749027659014	0.9502108735846091	0.00048399233391007443	264
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.8116081512007657	0.019215984005205564	0.9502108735846091	0.00048399233391007443	165
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8166671356407434	0.020938334817822812	0.9502108735846091	0.00048399233391007443	80
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.8184198513810823	0.02071161667203173	0.9502108735846091	0.00048399233391007443	65
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.8052370560990647	0.022142749027659014	0.9502108735846091	0.00048399233391007443	264
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8116081512007657	0.019215984005205564	0.9502108735846091	0.00048399233391007443	165
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8166671356407434	0.020938334817822812	0.9502108735846091	0.00048399233391007443	80
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8184198513810823	0.02071161667203173	0.9502108735846091	0.00048399233391007443	65
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8079268730301438	0.02525364181696536	0.9502108735846091	0.00048399233391007443	222
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8130278258509112	0.021229993607275167	0.9502108735846091	0.00048399233391007443	135
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8166165104966284	0.02057519185367714	0.9502108735846091	0.00048399233391007443	84
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 4, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8165910655244414	0.021760836986081434	0.9502108735846091	0.00048399233391007443	86
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.8148807078932847	0.021196185791765413	0.9502108735846091	0.00048399233391007443	112
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.8213611219913199	0.02053282276904968	0.9502108735846091	0.00048399233391007443	34
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.8229535864648249	0.019921328342123568	0.9502108735846091	0.00048399233391007443	22
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.8231360750305065	0.019676735531408137	0.9502108735846091	0.00048399233391007443	16
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 50}	0.8148807078932847	0.021196185791765413	0.9502108735846091	0.00048399233391007443	112
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 100}	0.8213611219913199	0.02053282276904968	0.9502108735846091	0.00048399233391007443	34
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 200}	0.8229535864648249	0.019921328342123568	0.9502108735846091	0.00048399233391007443	22
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 5, 'randomforestclassifier__n_estimators': 300}	0.8231360750305065	0.019676735531408137	0.9502108735846091	0.00048399233391007443	16
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 50}	0.8148807078932847	0.021196185791765413	0.9502108735846091	0.00048399233391007443	112
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 100}	0.8213611219913199	0.02053282276904968	0.9502108735846091	0.00048399233391007443	34
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 200}	0.8229535864648249	0.019921328342123568	0.9502108735846091	0.00048399233391007443	22
{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 30, 'randomforestclassifier__min_samples_leaf': 6, 'randomforestclassifier__min_samples_split': 10, 'randomforestclassifier__n_estimators': 300}	0.8231360750305065	0.019676735531408137	0.9502108735846091	0.00048399233391007443	16
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}	0.7408285864363494	0.029037077594906757	0.9427827659685883	0.0016732076594354087	383
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}	0.7766451730744427	0.02256491984131494	0.9421801549225991	0.0010308874646033968	377
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}	0.7799846858246525	0.024469656443629417	0.9429831663665695	0.002495637131513632	371
{'randomforestclassifier__bootstrap': False, 'randomforestclassifier__max_depth': None, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}	0.7824741407648472	0.02139324379184919	0.9433847727922725	0.0019698917343421874	367
